x:[.2,.2,18.8631630934152,22.4628628060177,24.5903310202867,7.43346453733955,7.12093283554538,9.90976871574991,10.3464110054736,2.91177390575317,3.04404473356926,4.25766789384977,4.38977695080234,27.2872417429954,80.3002160575463]:i:0:t:0:e:2.571225260905468
x:[0.2, 0.2, 18.8631630934152, 23.4628628060177, 24.5903310202867, 7.43346453733955, 7.12093283554538, 9.90976871574991, 10.3464110054736, 2.91177390575317, 4.04404473356926, 4.25766789384977, 4.38977695080234, 28.2872417429954, 80.3002160575463]:i:20:t:41.64995246287435:e:1.5797809826597455
x:[0.2, 0.2, 18.8631630934152, 24.4628628060177, 24.5903310202867, 7.43346453733955, 7.12093283554538, 9.90976871574991, 10.3464110054736, 2.91177390575317, 4.04404473356926, 4.25766789384977, 4.38977695080234, 28.2872417429954, 80.3002160575463]:i:40:t:85.20040390384383:e:1.256562461377094
x:[0.19907970267677555, 0.19995709782043639, 18.863163064381197, 24.639640854234887, 24.413558078727373, 7.433464537295633, 7.120932835536522, 9.909768634740997, 10.346410992354977, 2.9117739056476775, 4.044044659371115, 4.257666822249903, 4.389773479255118, 28.28724166897222, 80.3002159835488]:i:60:t:131.96045148582198:e:1.2558254695455005
x:[0.1972467396384788, 0.1998707020803352, 18.863162851592133, 24.9931968456825, 24.06001205110739, 7.433464537212738, 7.1209328355216, 9.909768474996355, 10.34641096602963, 2.9117739054464655, 4.0440446593217585, 4.257664495553204, 4.389766968225762, 29.287241669011152, 80.3002158367048]:i:80:t:174.11980123096146:e:1.2556068533398284
x:[0.1972467396384788, 0.1998707020803352, 18.863162851592133, 24.9931968456825, 24.06001205110739, 7.433464537212738, 7.1209328355216, 9.909768474996355, 10.34641096602963, 2.9117739054464655, 4.0440446593217585, 4.257664495553204, 4.389766968225762, 29.287241669011152, 80.3002158367048]:i:100:t:214.95362346386537:e:1.2556068533398284
x:[0.1972467396384788, 0.1998707020803352, 18.863162851592133, 24.9931968456825, 24.06001205110739, 7.433464537212738, 7.1209328355216, 9.909768474996355, 10.34641096602963, 2.9117739054464655, 4.0440446593217585, 4.257664495553204, 4.389766968225762, 29.287241669011152, 80.3002158367048]:i:120:t:255.19536958285607:e:1.2556068533398284
x:[0.1972467396384788, 0.1998707020803352, 18.863162851592133, 24.9931968456825, 24.06001205110739, 7.433464537212738, 7.1209328355216, 9.909768474996355, 10.34641096602963, 2.9117739054464655, 4.0440446593217585, 4.257664495553204, 4.389766968225762, 29.287241669011152, 80.3002158367048]:i:140:t:296.6269113149028:e:1.2556068533398284
x:[0.1972467396384788, 0.1998707020803352, 18.863162851592133, 24.9931968456825, 24.06001205110739, 7.433464537212738, 7.1209328355216, 9.909768474996355, 10.34641096602963, 2.9117739054464655, 4.0440446593217585, 4.257664495553204, 4.389766968225762, 29.287241669011152, 80.3002158367048]:i:160:t:342.77960739377886:e:1.2556068533398284
x:[0.1982074306934848, 0.19985945807432953, 18.738163755577435, 24.843788800325715, 24.25516214647038, 7.308464537205055, 7.120932835519579, 9.784768557759325, 10.346373997447412, 2.911771615337274, 3.9190446593158925, 4.257167141910358, 4.389766214222613, 29.24149507196809, 80.30022001383301]:i:200:t:423.67185776890256:e:1.2248643768246326
x:[0.19820742770007474, 0.19985945807299976, 18.48816375557744, 24.843788794863627, 24.25516219066857, 7.058464537205055, 6.870932835519579, 9.534768557759325, 10.346373997447412, 2.911771615337274, 3.9190446593158925, 4.257167141910358, 4.389766214222613, 30.24149507196809, 80.30022001383301]:i:240:t:490.35860728286207:e:1.1857969052953363
